Reservior name,dam name,river,main basin,sub basin,near city,administration city,COUNTRY,secondary country,YEAR,dam height,dam length,AREA(sqkm),AREA(polygonal),CAPITAL EXPENDITURE,DEPTH(m),AVG DISPLACEMENT OF WATER,CATCHMENT area in sqkm,MAIN_USAGE,"MULTI_DAMS,C,10",TIMELINE(status),status,longitude,latitude
Spaulding Main,Lake Spaulding,South Fork of Yuba River,,,,California,United States,,1913,84,244,1.9,1.9,92.2,48.5,3808,314,Water supply,,,2: Good,-120.642083,39.327917
Martis Creek Lake,Martis Creek Dam,Martis Creek,,,,California,United States,,1972,34,815,0.2,0.2,25.2,126,791,97,Flood control,,,4: Poor,-120.114583,39.32625
Merle Collins,Virginia Ranch,Dry Creek,,,,California,United States,,1963,46,823,3.4,3.4,70.3,20.7,2087,183,Irrigation,,,2: Good,-121.312083,39.324583
,Donner Lake,Donner Creek,,,,California,United States,,1927,5,14,3.2,3.2,12.7,4,391,41,Irrigation,,,2: Good,-120.24125,39.324583
,Lake Valley,Trib. North Fork of American River,,,,California,United States,,1911,23,287,1,1,10,10,165,12,Irrigation,,,2: Good,-120.59625,39.302083
,Scotts Flat,Deer Creek,,,,California,United States,,1948,53,299,2.5,2.5,60.4,24.2,677,47,Irrigation,,,2: Good,-120.930417,39.274583
Harry L. Englebright Lake,Harry L. Englebright Dam,Yuba River,,,,California,United States,,1941,85,348,2.8,2.8,86.3,30.8,38206,2870,Other,,,2: Good,-121.269583,39.24125
Lake Mendocino,Coyote Valley Dam,East Fork of Russian River,,,,California,United States,,1959,55,1074,6.7,6.7,191.8,28.6,5104,282,Flood control,,,2: Good,-123.182083,39.199583
Lake Tahoe,Lake Tahoe,Truckee River,,,,California,United States,,1913,6,579,495.6,495.6,902.9,1.8,10162,987,Irrigation,,,2: Good,-120.14125,39.157917
,Rollins,Bear River,,,,California,United States,,1965,69,561,2.4,2.4,81.4,33.9,3832,271,Water supply,,,2: Good,-120.95375,39.137083
French Meadows Reservoir,L.L. Anderson,Middle Fork of American River,,,,California,United States,,1965,70,823,4.8,4.8,137.3,28.6,1457,124,Irrigation,,,2: Good,-120.46875,39.112083
,Indian Valley,North Fork of Cache Creek,,,,California,United States,,1975,69,294,14,14,442.8,31.6,3771,323,Irrigation,,,2: Good,-122.537083,39.082917
Hell Hole Reservoir,Lower Hell Hole,Rubicon River,,,,California,United States,,1966,125,472,3.1,3.1,257.1,82.9,3450,295,Irrigation,,,2: Good,-120.407917,39.062083
,Camp Far West,Bear River,,,,California,United States,,1963,56,640,6.6,6.6,128.9,19.5,8437,733,Irrigation,,,2: Good,-121.31625,39.05375
,Loon Lake,Gerle Creek,,,,California,United States,,1963,33,698,4.7,4.7,94.4,20.1,188,15,Water supply,,,2: Good,-120.309583,39.002083
Stumpy Meadows Reservoir,Mark Edson,Pilot Creek,,,,California,United States,,1962,49,375,1.3,1.3,24.7,19,525,39,Irrigation,,,2: Good,-120.602917,38.90375
,Union Valley,Silver Creek,,,,California,United States,,1963,138,549,8,8,283.7,35.5,2827,214,Recreation,,,2: Good,-120.440417,38.86875
,Ice House,South Fork of Silver Creek,,,,California,United States,,1959,46,439,2.6,2.6,45.8,17.6,970,73,Recreation,,,2: Good,-120.362083,38.824583
Lake Sonoma,Warm Springs Dam,Dry Creek,,,,California,United States,,1982,109,914,8.8,8.8,553.8,62.9,6163,349,Flood control,,,2: Good,-123.012083,38.720417
Jekinson Lake,Sly Park,Sly Park Creek,,,,California,United States,,1955,58,580,2.4,2.4,50.1,20.9,652,48,Irrigation,,,2: Good,-120.570417,38.720417
Folsom Lake,Folsom,American River,,,,California,United States,,1955,104,580,33.7,33.7,1102.7,32.7,60208,4822,Irrigation,,,2: Good,-121.157917,38.712083
Twin Lake,Caples Lake,Trib. Silver Fork,,,,California,United States,,1922,22,366,2.4,2.4,26.6,11.1,418,33,Water supply,,,2: Good,-120.04875,38.707917
,Lower Bear,Bear River,,,,California,United States,,1952,75,562,2.1,2.1,66.6,31.7,1279,92,Hydroelectricity,,,2: Good,-120.254583,38.537083
Lake Berryessa,Monticello,Putah Creek,,,,California,United States,,1957,93,580,66.3,66.3,1963.6,29.6,10800,1493,Irrigation,,,2: Good,-122.107917,38.514583
,Salt Springs,North Fork of Mokelumne River,,,,California,United States,,1931,101,383,1.6,1.6,175,109.4,5547,435,Water supply,,,3: Fair,-120.21375,38.499583
Hennessey,Conn Creek,Conn Creek,,,,California,United States,,1946,38,213,2.8,2.8,38.2,13.6,785,126,Irrigation,,,2: Good,-122.38125,38.487083
,Lake Curry,Gordon Valley Creek,,,,California,United States,,1926,33,174,1.2,1.2,13.2,11,92,54,Water supply,,,2: Good,-122.124583,38.357917
Lake Amador,Jackson Creek,Jackson Creek,,,,California,United States,,1965,59,347,1.1,1.1,27.1,24.6,1139,141,Irrigation,,,2: Good,-120.88875,38.304583
,Pardee,Mokelumne River,,,,California,United States,,1929,105,408,8.2,8.2,244.2,29.8,19029,1506,Water supply,,,2: Good,-120.85125,38.257917
,Camanche,Mokelumne River,,,,California,United States,,1963,52,732,28.1,28.1,514.5,18.3,19449,1619,Water supply,,,2: Good,-121.022083,38.224583
,Beardsley,Middle Fork of Stanislaus River,,,,California,United States,,1957,87,305,1.8,1.8,120.6,67,9716,798,Hydroelectricity,,,2: Good,-120.07375,38.207917
New Hogan Lake,New Hogan Dam,Calaveras River,,,,California,United States,,1963,64,597,14.8,14.8,391.1,26.4,8125,924,Flood control,,,2: Good,-120.812917,38.15375
,Soulajule,Arroyo Sausal,,,,California,United States,,1979,37,213,0.7,0.7,13.2,18.9,491,42,Irrigation,,,2: Good,-122.782917,38.15125
Nicasio,Seeger,Nicasio Creek,,,,California,United States,,1961,35,122,3.2,3.2,27.6,8.6,921,86,Water supply,,,2: Good,-122.75375,38.07875
,Salt Springs Valley,Rock Creek,,,,California,United States,,1882,14,655,4.5,4.5,13.4,3,246,57,Irrigation,,,2: Good,-120.762083,38.032917
Kent Lake,Peters,Lagunitas Creek,,,,California,United States,,1954,70,213,0.3,0.3,40.6,135.3,474,48,Water supply,,,3: Fair,-122.704583,37.99625
New Melones,New Melones,Stanislaus River,,,,California,United States,,1979,194,580,43.2,43.2,2985,69.1,28748,2369,Irrigation,,,2: Good,-120.524583,37.949583
,Jamestown Mines,Trib. Woods Creek,,,,California,United States,,1994,61,1152,0.4,0.4,14.9,37.3,5,1,Water supply,,,2: Good,-120.445417,37.945417
,San Pablo,San Pablo Creek,,,,California,United States,,1920,52,381,2.1,2.1,53.3,25.4,221,78,Water supply,,,2: Good,-122.25875,37.94375
,Alpine,Lagunitas Creek,,,,California,United States,,1917,44,160,0.7,0.7,11,15.7,167,17,Water supply,,,3: Fair,-122.637917,37.940417
,Briones,Bear Creek,,,,California,United States,,1964,83,640,2,2,83.3,41.6,48,20,Water supply,,,2: Good,-122.21125,37.91625
,Farmington Dam,Rock Creek,,,,California,United States,,1951,18,2377,7,7,64.1,9.2,524,469,Flood control,,,4: Poor,-120.934583,37.91625
,Tulloch,Stanislaus River,,,,California,United States,,1958,62,583,3.2,3.2,84.4,26.4,29638,2565,Hydroelectricity,,,2: Good,-120.60375,37.87875
,Woodward,Simmons Creek,,,,California,United States,,1918,20,945,5.5,5.5,43.2,7.9,1,33,Irrigation,,,2: Good,-120.875417,37.86375
,Clifton Court,Trib. Old River,,,,California,United States,,1970,10,11887,9.4,9.4,35.8,3.8,1,748,Irrigation,,,2: Good,-121.57375,37.862917
,Los Vaqueros,Kellogg Creek,,,,California,United States,,1997,60,299,5.3,5.3,123.3,23.3,1,48,Water supply,,,2: Good,-121.72875,37.83625
,New San Leandro,San Leandro Creek,,,,California,United States,,1977,55,396,1.4,1.4,51.8,37,159,76,Water supply,,,2: Good,-122.099583,37.764583
,Chabot,San Leandro Creek,,,,California,United States,,1892,43,137,0.8,0.8,12.7,15.9,214,106,Water supply,,,2: Good,-122.12125,37.732083
,Don Pedro,Tuolumne River,,,,California,United States,,1971,173,579,41.6,41.6,2504,60.2,41268,3958,Irrigation,,,2: Good,-120.420417,37.70375
Dallas Warner Reservoir,Modesto Reservoir,Trib. Tuolumne River,,,,California,United States,,1911,11,376,6.2,6.2,35.8,5.8,1,30,Irrigation,,,2: Good,-120.679583,37.662083
,Turlock Lake,Trib. Tuolumne River,,,,California,United States,,1915,11,60,7.9,7.9,56.2,7.1,38,31,Water supply,,,2: Good,-120.600417,37.624583
,Del Valle,Arroyo Valle,,,,California,United States,,1968,68,268,2.5,2.5,95.1,38,1,375,Irrigation,,,2: Good,-121.745417,37.61375
Lake McClure,Exchequer Main,Merced River,,,,California,United States,,1966,149,427,19.3,19.3,1480.2,76.7,24627,2687,Hydroelectricity,,,2: Good,-120.27125,37.58625
,San Andreas,Trib. San Mateo Creek,,,,California,United States,,1870,33,222,1.6,1.6,23.5,14.7,43,7,Water supply,,,2: Good,-122.412083,37.582917
San Antonio Reservoir,James H. Turner,San Antonio Creek,,,,California,United States,,1964,59,658,2.8,2.8,62.3,22.3,82,102,Water supply,,,2: Good,-121.84625,37.574583
Crystal Springs Reservoir,Lower Crystal Springs,San Mateo Creek,,,,California,United States,,1888,43,183,3.7,3.7,71.4,19.3,249,44,Water supply,,,2: Good,-122.362083,37.52625
,McSwain,Merced River,,,,California,United States,,1966,30,457,0.7,0.7,12.3,17.6,24921,2741,Hydroelectricity,,,2: Good,-120.309583,37.520417
,Calaveras,Calaveras Creek,,,,California,United States,,1925,64,366,5.2,5.2,123.3,23.7,331,245,Water supply,,,2: Good,-121.824583,37.49125
Lexington,James J. Lenihan,Los Gatos Creek,,,,California,United States,,1953,63,247,1,1,26.4,26.4,482,98,Irrigation,,,2: Good,-121.989583,37.200417
,Calero,Calero Creek,,,,California,United States,,1935,27,256,1.1,1.1,12.2,11.1,69,17,Irrigation,,,2: Good,-121.79125,37.182917
Leroy Anderson,Leroy Anderson,Coyote River,,,,California,United States,,1950,72,436,3.9,3.9,112.6,28.9,1012,504,Irrigation,,,2: Good,-121.629583,37.16625
,Coyote,Coyote Creek,,,,California,United States,,1936,43,299,1.8,1.8,29.2,16.2,551,309,Irrigation,,,2: Good,-121.54875,37.11875
Loch Lomond,Newell,Newell Creek,,,,California,United States,,1960,55,229,0.4,0.4,11.1,27.7,129,24,Recreation,,,2: Good,-122.072083,37.10375
O'Neill Forebay Reservoir,O'Neill Forebay Dike,Offstream San Luis Creek,,,,California,United States,,1966,5,580,8.7,8.7,79.9,9.2,109,329,Hydroelectricity,,,3: Fair,-121.049583,37.095417
,B.F. Sisk,San Luis Creek,,,,California,United States,,1967,116,594,48.8,48.8,2419.3,49.6,128,213,Irrigation,,,2: Good,-121.082917,37.067917
,Uvas,Uvas Creek,,,,California,United States,,1957,36,335,0.9,0.9,12.3,13.7,350,82,Irrigation,,,2: Good,-121.69125,37.06625
,Los Banos Creek Detention Dam,Los Banos Creek,,,,California,United States,,1965,51,580,1.5,1.5,32.4,21.6,559,417,Flood control,,,2: Good,-120.93625,36.99125
,Hernandez,San Benito River,,,,California,United States,,1962,38,290,1.7,1.7,22.2,13.1,744,212,Irrigation,,,2: Good,-120.83625,36.395417
,San Antonio,San Antonio River,,,,California,United States,,1965,62,437,18.4,18.4,431.7,23.5,5775,831,Irrigation,,,2: Good,-120.887083,35.799583
,Nacimiento,Nacimiento River,,,,California,United States,,1957,64,497,15.9,15.9,431.7,27.2,5885,840,Irrigation,,,2: Good,-120.887083,35.760417
,Whale Rock,Old Creek,,,,California,United States,,1960,59,259,2,2,50.2,25.1,318,57,Irrigation,,,2: Good,-120.887083,35.449583
Santa Margarita Lake,Salinas Dam,Salinas River,,,,California,United States,,1941,41,93,1.8,1.8,53.3,29.6,929,291,Water supply,,,2: Good,-120.50125,35.337083
,Lopez,Arroyo Grande Creek,,,,California,United States,,1969,51,341,2.4,2.4,64.8,27,644,178,Irrigation,,,2: Good,-120.487083,35.19125
,Snare Rapids,Snare,,,Yellowknife,Northwest Territories,Canada,,1949,-99,233,149,149,271.4,1.8,13805,13293,,,,3: Fair,-115.99625,63.509583
,Hutch Lake,Meander,,,High Level,Alberta,Canada,,1989,-99,600,6.1,6.1,20,3.3,8,384,,,,3: Fair,-117.370417,58.769583
,Syncrude Tailings,Peace,,,Fort McMurray,Alberta,Canada,,-99,-99,-99,30,30,500,16.7,45,197,,,,3: Fair,-111.27875,57.49375
,Dike 8,,,,Fort McMurray,Alberta,Canada,,2002,90,2400,15.2,15.2,270,17.8,3,5,Other,,,3: Fair,-111.645417,57.094583
,Dike 11-C,,,,Fort McMurray,Alberta,Canada,,2001,20,7500,1.4,1.4,13,9.3,3,5,Other,,,3: Fair,-111.582917,57.049583
,Dike 9,,,,Fort McMurray,Alberta,Canada,,1996,62,1500,0.8,0.8,168,210,1,1,Other,,,5: Unreliable,-111.612083,57.02875
,Dike 11-A,,,,Fort McMurray,Alberta,Canada,,2000,120,6300,2,2,63,31.5,5,7,Other,,,3: Fair,-111.570417,57.022083
,Dike 7-EA,,,,Fort McMurray,Alberta,Canada,,1999,70,1000,2.1,2.1,11,5.2,2,3,Other,,,3: Fair,-111.53125,57.015417
,Tar Island,Athabasca,,,Fort McMurray,Alberta,Canada,,1988,100,4900,1.3,1.3,185,142.3,2,2,Other,,,3: Fair,-111.462083,56.99375
,Paddle River Dam,Paddle River,,,Mayerthorpe,Alberta,Canada,,1986,-99,625,1.9,1.9,43,22.6,1932,612,,,,3: Fair,-115.070417,53.89375
Brazeau Reservoir,Brazeau Dam,Brazeau,,,Lodgepole,Alberta,Canada,,1962,89,2390,42,42,490,11.7,61763,5592,Hydroelectricity,,,2: Good,-115.587083,52.974583
Brazeau Canal,Brazeau Canal Dike,Brazeau,,,Lodgepole,Alberta,Canada,,1963,69,21214,15.4,15.4,220,14.3,218,74,Hydroelectricity,,,3: Fair,-115.382917,52.907917
Medicine Lake,40 Mile,,,,Medicine Hat,Alberta,Canada,,1985,27,570,2.9,2.9,103,35.5,13999,754,Irrigation,,,4: Poor,-117.802917,52.870417
,Battle River,Battle,,,Forestburg,Alberta,Canada,,1956,14,549,11.9,11.9,17.9,1.5,5245,6912,Water supply,,,3: Fair,-112.71625,52.78875
Abraham,Big Horn,North Saskatchewan,,,Nordeag,Alberta,Canada,,1972,150,518,48.3,48.3,1770,36.6,80509,3870,Hydroelectricity,,,3: Fair,-116.32875,52.312083
Kinbasket,Mica,Columbia,,,Revelstoke,British Columbia,Canada,,1972,243,792,316,316,25000,79.1,543988,20976,Hydroelectricity,,,3: Fair,-118.570417,52.07875
,Dickson Dam,Red Deer,,,Innisfail,Alberta,Canada,,1983,40,650,16.8,16.8,203,12.1,39173,5503,Water supply,,,3: Fair,-114.214583,52.05375
,North Blackstrap Lake,Blackstrap,,,Saskatoon,Saskatchewan,Canada,,1967,12,1341,12.4,12.4,66.6,5.4,1,186,Irrigation,,,3: Fair,-106.39125,51.84875
Diefenbaker,Gardiner,South Saskatchewan,,,Saskatoon,Saskatchewan,Canada,,1968,69,5090,390.5,390.5,9870,25.3,266822,118914,Irrigation,Yes,,3: Fair,-106.864583,51.270417
Berry Creek Reservoir,Berry Creek,Berry Creek,,,Carolside,Alberta,Canada,,1948,16,427,3.5,3.5,18.5,5.3,1,1905,Irrigation,,,3: Fair,-111.637083,51.257917
Lake Minnewanka,Cascade Lake Minnewanka,Cascade,,,Banff,Alberta,Canada,,1942,35,617,19.5,19.5,387.3,19.9,11162,871,Hydroelectricity,,,2: Good,-115.49625,51.247083
,Ghost,Bow,,,Cochrane,Alberta,Canada,,1929,42,1289,10.2,10.2,132,12.9,87515,6459,Hydroelectricity,,,3: Fair,-114.707917,51.21625
Revelstoke,Revelstoke,Columbia,,,Revelstoke,British Columbia,Canada,,1983,175,470,108.9,108.9,5180,47.6,713556,26205,Hydroelectricity,,,2: Good,-118.19375,51.05375
,Barrier,Kananaskis,,,Canmore,Alberta,Canada,,1947,44,707,2.6,2.6,23.2,8.9,11161,887,Hydroelectricity,,,3: Fair,-115.049583,51.032917
,Glenmore,Elbow,,,Calgary,Alberta,Canada,,1933,27,277,3.7,3.7,19.6,5.3,8547,1179,Water supply,,,3: Fair,-114.095417,51.000417
Spray Lake,Spray Canyon,Spray,,,Canmore,Alberta,Canada,,1951,60,195,17.7,17.7,421.9,23.8,6505,471,Hydroelectricity,,,2: Good,-115.374583,50.89125
,Crawling Valley,Matzhiwin Creek,,,Bassano,Alberta,Canada,,1984,19,1650,26.4,26.4,129,4.9,1,649,Irrigation,,,3: Fair,-112.374583,50.857917
,Coursier Lake,Cranberry,,,Revelstoke,British Columbia,Canada,,1964,25,680,1.3,1.3,23.8,18.3,1094,36,Water supply,,,2: Good,-118.104583,50.71375
,Upper Kananaskis,Kananaskis,,,Canmore,Alberta,Canada,,1943,24,472,5.1,5.1,160.4,31.5,4596,338,Hydroelectricity,,,3: Fair,-115.137083,50.69125
,Pocaterra,Kananaskis,,,Canmore,Alberta,Canada,,1955,29,594,7.9,7.9,62.9,8,1970,143,Hydroelectricity,,,4: Poor,-115.124583,50.614583
,Sugar Lake,Shuswap,,,Vernon,British Columbia,Canada,,1929,13,98,20.5,20.5,161,7.9,28832,1115,Hydroelectricity,,,3: Fair,-118.537917,50.357917
,Highfield,Rush Lake,,,Swift Current,Saskatchewan,Canada,,1942,11,1050,4.6,4.6,14.9,3.2,1,400,Irrigation,,,3: Fair,-107.387083,50.30875
,Mcgregor Lake North Dam,Snake Valley,,,Vulcan,Alberta,Canada,,1954,14,1149,44.3,44.3,326.1,7.4,1,1251,Irrigation,Yes,,3: Fair,-112.82875,50.282917
Duncan,Duncan,Duncan,Columbia,,Kaslo,British Columbia,Canada,,1967,39,792,59.2,59.2,1730,29.2,68797,2432,Flood control,,,2: Good,-116.945417,50.25375
,Chain Lakes South,Willow Creek,,,Nanton,Alberta,Canada,,1965,17,547,2.7,2.7,16.3,6,1509,217,Flood control,,,3: Fair,-114.195417,50.202917
,Travers,Little Bow,,,Picture Butte,Alberta,Canada,,1954,41,914,21.5,21.5,317,14.7,3037,5611,Irrigation,,,3: Fair,-112.724583,50.17875
,Duncairn,Swift Current Creek,,,Swift Current,Saskatchewan,Canada,,1942,20,640,12.3,12.3,105.2,8.6,1,2464,Irrigation,,,3: Fair,-108.04875,50.07375
,Junction,Maple Creek,,,Maple Creek,Saskatchewan,Canada,,1938,15,290,2.7,2.7,12.9,4.8,1,1168,Irrigation,,,3: Fair,-109.51625,49.96875
Whatshan Lake,Whatshan,Whatshan,,,Edgewood,British Columbia,Canada,,1952,12,174,16.2,16.2,114.7,7.1,9654,388,Hydroelectricity,,,2: Good,-118.117083,49.91625
,Brenda,Macdonald,,,Peachland,British Columbia,Canada,,1990,137,2060,0.8,0.8,140,175,35,9,Other,,,5: Unreliable,-119.96625,49.832083
,Murray,Seven Persons,,,Medicine Hat,Alberta,Canada,,1953,11,792,13.5,13.5,30.8,2.3,1,2426,Irrigation,,,3: Fair,-110.937083,49.824583
,La Fleche,Wood,,,Gravelbourg,Saskatchewan,Canada,,1957,18,396,7.4,7.4,37.2,5,634,5010,Irrigation,,,3: Fair,-106.574583,49.782917
,Chin Dam,Chin Coulee,,,Lethbridge,Alberta,Canada,,1954,18,555,13.9,13.9,209.7,15.1,1,279,Irrigation,,,3: Fair,-112.349583,49.682083
,Oldman River Dam,Oldman River,,,Pincher Creek,Alberta,Canada,,1991,76,3070,22,22,490,22.3,44539,4361,Irrigation,,,2: Good,-113.899583,49.56625
Kootenay,Corra-Linn,Kootenay,,,Nelson,British Columbia,Canada,,1932,21,518,412.1,412.1,1010,2.5,844211,46402,Hydroelectricity,,,2: Good,-117.46625,49.470417
,North Ridge,Kipp Coulee,,,Raymond,Alberta,Canada,,1957,24,3230,11.6,11.6,128.3,11.1,1,164,Irrigation,Yes,,3: Fair,-112.59125,49.380417
,St. Mary,St. Mary,,,Cardston,Alberta,Canada,,1951,62,773,24.5,24.5,394.7,16.1,9646,2288,Irrigation,,,2: Good,-113.120417,49.36625
Arrow,Hugh Keenleyside,Columbia,,,Castlegar,British Columbia,Canada,,1968,52,869,428.3,428.3,11300,26.4,1011877,36411,Flood control,,,3: Fair,-117.77875,49.34125
,Brilliant,Kootenay,,,Castlegar,British Columbia,Canada,,1944,39,190,4.6,4.6,42.8,9.3,943664,50031,Hydroelectricity,,,2: Good,-117.617083,49.327917
,Waterton,Waterton,,,Pincher Creek,Alberta,Canada,,1963,55,5000,6.6,6.6,172.7,26.2,11593,1286,Irrigation,,,3: Fair,-113.67875,49.327917
,Pothole,Pothole Creek,,,Magrath,Alberta,Canada,,1948,36,273,1,1,22.3,22.3,181,329,Irrigation,,,4: Poor,-112.899583,49.327083
Lake Newton Reservoir,Val Marie,Frenchman,,,Swift Current,Saskatchewan,Canada,,1939,10,1400,1.3,1.3,12.3,9.5,1,3422,Irrigation,,,3: Fair,-107.807917,49.30375
,Seven Mile,Pend d'Oreille,,,Waneta,British Columbia,Canada,,1975,80,347,4.3,4.3,104,24.2,665270,66938,,,,3: Fair,-117.50375,49.032917
,Morrison,East Poplar,,,Coronach,Saskatchewan,Canada,,1977,21,1829,5.9,5.9,39.5,6.7,731,1350,Water supply,,,3: Fair,-105.437083,49.032917
,Waneta,Pend d'Oreille,,,Trail,British Columbia,Canada,,1954,76,290,2,2,37.6,18.8,668260,67055,,,,3: Fair,-117.61125,49.005417
Boundry Reservoir,Boundary,Pend Oreille,,,,Washington,United States,,1967,104,226,0.9,0.9,117.2,130.2,624266,65465,Hydroelectricity,,,3: Fair,-117.34875,48.98625
Osoyoos Lake,Osoyoos Lake Control Dam,Okanogan River,,,,Washington,United States,,1986,12,79,22.5,22.5,67.8,3,42359,8177,Recreation,Yes,,2: Good,-119.432917,48.95375
Lake Sherburne,Lake Sherburne,Swift Current Creek,,,,Montana,United States,,1920,33,580,3.9,3.9,79.9,20.5,1162,166,Irrigation,,,2: Good,-113.524583,48.82875
Fresno,Fresno,Milk River,,,,Montana,United States,,1938,34,581,11.3,11.3,126.9,11.2,4361,8566,Irrigation,,,2: Good,-109.949583,48.599583
Spectacle Lake,Conconully,Salmon Creek,,,,Washington,United States,,1909,22,580,1.4,1.4,17.4,12.4,934,312,Irrigation,Yes,,3: Fair,-119.75375,48.54125
Nelson,Nelson Dike,,,,,Montana,United States,,1914,6,584,14,14,97.7,7,1,103,Irrigation,,,3: Fair,-107.524583,48.532917
Lower Two Medicine Lake,Lower Two Medicine,Two Medicine Creek,,,,Montana,United States,,1967,20,335,2.9,2.9,31,10.7,827,147,Irrigation,,,2: Good,-113.26625,48.494583
Lake Koocanusa,Libby,Kootenai River,,,,Montana,United States,,1973,129,881,97.9,97.9,7434.2,75.9,351216,23324,Hydroelectricity,,,2: Good,-115.31625,48.412083
,Four Horns,Big Plum Coulee,,,,Montana,United States,,1932,14,351,2.7,2.7,37,13.7,59,37,Irrigation,,,2: Good,-112.699583,48.347083
Hungry Horse,Hungry Horse,South Fork of Flathead River,,,,Montana,United States,,1952,172,581,75.3,75.3,3678.3,48.8,31139,4253,Irrigation,,,2: Good,-114.01125,48.34125
Lake Elwell,Tiber Dike,Marias River,,,,Montana,United States,,1956,20,595,65.2,65.2,1757.1,26.9,15378,12370,Irrigation,,,3: Fair,-111.10375,48.324583
,Lake Frances East Dam,Trib. Dry Fork of Marias River,,,,Montana,United States,,1909,20,213,17.9,17.9,164.1,9.2,12,44,Irrigation,,,2: Good,-112.29375,48.30375
,Twin Lakes,Stranger Creek,,,,Washington,United States,,1931,5,72,7,7,23.4,3.3,359,97,Irrigation,,,2: Good,-118.37875,48.27875
,Davis Lake Dam,Deer Creek,,,,Washington,United States,,1960,3,64,0.5,0.5,15.6,31.2,785,47,Recreation,,,5: Unreliable,-117.29125,48.23125
,Ashley,Ashley Creek,,,,Montana,United States,,1928,3,6,11,11,34,3.1,983,101,Irrigation,,,3: Fair,-114.620417,48.182917
Pend Oreille Lake,Albeni Falls,Pend Oreille River,,,,Idaho,United States,,1955,55,322,360.3,360.3,1424.7,4,562209,62819,Hydroelectricity,,,3: Fair,-116.997917,48.17875
,Swift Dike,Offstream Birch Creek,,,,Montana,United States,,1967,16,139,0.9,0.9,41.9,46.6,698,194,Irrigation,,,4: Poor,-112.87875,48.162083
